"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SHERIDAN MEMORIAL HOSPITAL,530006,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SHERIDAN MEMORIAL HOSPITAL,530006,WY,READM-30-AMI-HRRP,N/A,,0.9307,9.0247,9.6968,Too Few to Report,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-PN-HRRP,142,,1.0300,14.1304,13.7190,22,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-HIP-KNEE-HRRP,N/A,,1.1720,3.9781,3.3944,Too Few to Report,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-HF-HRRP,74,,0.9821,16.5235,16.8251,11,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-COPD-HRRP,N/A,,0.9925,13.7576,13.8615,Too Few to Report,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SAGEWEST HEALTH CARE,530008,WY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-PN-HRRP,N/A,,0.9134,13.2800,14.5396,Too Few to Report,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-HF-HRRP,N/A,,0.9418,15.6857,16.6547,Too Few to Report,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-COPD-HRRP,N/A,,1.0054,16.1471,16.0610,Too Few to Report,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-PN-HRRP,440,,0.9538,14.1140,14.7970,59,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-HIP-KNEE-HRRP,N/A,,0.9160,5.3154,5.8026,Too Few to Report,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-HF-HRRP,518,,0.8456,16.1102,19.0528,72,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-COPD-HRRP,207,,0.9009,16.0887,17.8583,27,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-CABG-HRRP,N/A,,0.9165,8.9592,9.7757,Too Few to Report,07/01/2020,06/30/2023
BANNER WYOMING MEDICAL CENTER,530012,WY,READM-30-AMI-HRRP,264,,0.9131,9.9166,10.8607,22,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-PN-HRRP,485,,0.9525,14.0634,14.7648,65,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-HIP-KNEE-HRRP,N/A,,1.2316,5.6280,4.5695,Too Few to Report,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-HF-HRRP,460,,0.9363,16.8476,17.9946,73,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-COPD-HRRP,203,,0.9337,15.2969,16.3832,27,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CHEYENNE REGIONAL MEDICAL CENTER,530014,WY,READM-30-AMI-HRRP,221,,0.9726,10.9888,11.2987,23,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-PN-HRRP,N/A,,0.9673,12.5325,12.9565,Too Few to Report,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-HF-HRRP,N/A,,0.9417,15.0412,15.9723,Too Few to Report,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-COPD-HRRP,N/A,,0.9439,12.8628,13.6268,Too Few to Report,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST JOHNS MEDICAL CENTER,530015,WY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-PN-HRRP,N/A,,0.9512,12.0920,12.7121,Too Few to Report,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-HF-HRRP,N/A,,0.9866,17.8687,18.1117,Too Few to Report,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-COPD-HRRP,N/A,,0.9925,14.3086,14.4174,Too Few to Report,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
IVINSON MEMORIAL HOSPITAL,530025,WY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-PN-HRRP,N/A,,0.9764,13.9815,14.3195,Too Few to Report,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-HIP-KNEE-HRRP,N/A,,1.0116,3.7847,3.7412,Too Few to Report,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
EVANSTON REGIONAL HOSPITAL,530032,WY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-HIP-KNEE-HRRP,N/A,,0.9527,3.9555,4.1520,Too Few to Report,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SUMMIT MEDICAL CENTER,530034,WY,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH PLATTE VALLEY MEDICAL CENTER,530037,WY,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0670,4.1768,3.9144,Too Few to Report,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,670005,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0588,3.9124,3.6952,Too Few to Report,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,670006,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.7107,3.0955,4.3552,Too Few to Report,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HOUSTON PHYSICIANS' HOSPITAL,670008,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MAYHILL HOSPITAL,670010,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-PN-HRRP,250,,0.9127,14.4365,15.8172,30,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9830,4.8716,4.9557,Too Few to Report,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-HF-HRRP,299,,1.0470,20.3173,19.4052,64,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-COPD-HRRP,76,,1.0232,21.7488,21.2564,18,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-CABG-HRRP,N/A,,0.9688,9.4926,9.7980,Too Few to Report,07/01/2020,06/30/2023
METHODIST MANSFIELD MEDICAL CENTER,670023,TX,READM-30-AMI-HRRP,134,,1.0053,12.4986,12.4322,17,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-PN-HRRP,N/A,,0.9781,16.6691,17.0416,Too Few to Report,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-HF-HRRP,590,,0.9853,19.4980,19.7883,114,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-CABG-HRRP,404,,0.8891,9.1120,10.2489,33,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,670025,TX,READM-30-AMI-HRRP,490,,0.9571,12.6704,13.2379,60,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-PN-HRRP,98,,1.0164,17.2223,16.9442,18,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-HF-HRRP,104,,1.0078,19.6658,19.5141,21,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-COPD-HRRP,N/A,,0.9819,18.0570,18.3906,Too Few to Report,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-PN-HRRP,381,,0.8898,13.8418,15.5554,45,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0618,5.2171,4.9135,Too Few to Report,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-HF-HRRP,459,,1.0183,19.5488,19.1974,91,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-COPD-HRRP,115,,1.0391,21.3325,20.5306,27,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-CABG-HRRP,N/A,,1.0397,9.9386,9.5589,Too Few to Report,07/01/2020,06/30/2023
BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,670034,TX,READM-30-AMI-HRRP,257,,0.9885,12.2741,12.4170,31,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-PN-HRRP,281,,0.9087,15.1069,16.6243,36,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-HF-HRRP,248,,0.9557,19.0270,19.9092,44,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-COPD-HRRP,N/A,,1.0015,18.6944,18.6665,Too Few to Report,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-CABG-HRRP,N/A,,0.9622,8.8132,9.1594,Too Few to Report,07/01/2020,06/30/2023
ASCENSION SETON WILLIAMSON,670041,TX,READM-30-AMI-HRRP,N/A,,0.8943,11.7108,13.0951,Too Few to Report,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-PN-HRRP,262,,0.9881,14.8068,14.9848,38,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-HF-HRRP,137,,1.0249,19.1845,18.7182,28,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-COPD-HRRP,70,,1.0362,18.2923,17.6530,15,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,READM-30-AMI-HRRP,93,,1.0989,13.4331,12.2238,17,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-PN-HRRP,209,,0.9679,14.9153,15.4099,29,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-HF-HRRP,158,,0.9712,19.6623,20.2452,29,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-COPD-HRRP,47,,1.0347,18.9128,18.2789,11,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,670044,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-PN-HRRP,160,,1.0380,17.1529,16.5248,30,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-HF-HRRP,148,,0.8749,17.7883,20.3315,17,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,670047,TX,READM-30-AMI-HRRP,N/A,,1.0246,16.0017,15.6170,Too Few to Report,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-HIP-KNEE-HRRP,838,,0.7511,2.5725,3.4250,18,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-PN-HRRP,119,,1.0181,19.0894,18.7505,24,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-HF-HRRP,93,,1.0359,20.9116,20.1863,22,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0945,3.7461,3.4226,Too Few to Report,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-PN-HRRP,413,,1.0028,15.9343,15.8891,66,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8434,4.5044,5.3407,Too Few to Report,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-HF-HRRP,470,,0.9021,16.6038,18.4057,71,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-COPD-HRRP,95,,1.0186,17.7549,17.4312,18,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-CABG-HRRP,N/A,,1.0282,9.7747,9.5063,Too Few to Report,07/01/2020,06/30/2023
METHODIST HOSPITAL  STONE OAK,670055,TX,READM-30-AMI-HRRP,177,,0.9971,13.0713,13.1089,23,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-PN-HRRP,350,,1.0405,16.3740,15.7362,60,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-HF-HRRP,230,,0.9367,18.5091,19.7599,38,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-COPD-HRRP,83,,0.9887,17.6990,17.9007,14,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-CABG-HRRP,N/A,,0.9484,9.4514,9.9662,Too Few to Report,07/01/2020,06/30/2023
ASCENSION  SETON HAYS,670056,TX,READM-30-AMI-HRRP,122,,1.1253,13.4217,11.9269,22,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9154,3.7172,4.0605,Too Few to Report,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CHI ST LUKES LAKESIDE HOSPITAL,670059,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-PN-HRRP,131,,1.0686,16.4206,15.3669,26,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-HF-HRRP,150,,0.9458,17.2268,18.2149,22,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-COPD-HRRP,77,,0.9874,17.8967,18.1251,13,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,READM-30-AMI-HRRP,N/A,,0.9978,10.0017,10.0240,Too Few to Report,07/01/2020,06/30/2023
